sku,attribute_code,value
MAMAMOO-78439,manufacturer,MAMAMOO
Kep1er-648930,manufacturer,Kep1er
Kep1er-96844,manufacturer,Kep1er
DOJAEJUNG-98743,manufacturer,NCT
PARK-8943,manufacturer,PARK JIHOON
JIHOON-78394,manufacturer,PARK JIHOON
SEVENTEEN-79332,manufacturer,SEVENTEEN
SEVENTEEN-95872,manufacturer,SEVENTEEN
Agust-8934,manufacturer,Agust D
Agust-86953,manufacturer,Agust D
WOODZ-98765,manufacturer,WOODZ
WOODZ-76544,manufacturer,WOODZ
SEVENTEEN-67352,manufacturer,SEVENTEEN
DOJAEJUNG-89763,manufacturer,NCT
DOJAEJUNG-897865,manufacturer,NCT
BTOB-87349,manufacturer,BTOB
BTOB-9354,manufacturer,BTOB
ONEUS-2975,manufacturer,ONEUS
aespa-29538,manufacturer,aespa
aespa-534822,manufacturer,aespa
aespa-9863,manufacturer,aespa
ENHYPEN-75463,manufacturer,ENHYPEN
xikers-78524,manufacturer,xikers
FOR-87934,manufacturer,B.I
BOYNEXTDOOR-987923,manufacturer,BOYNEXTDOOR
BOYNEXTDOOR-98043,manufacturer,BOYNEXTDOOR
DREAMCATCHER-78923,manufacturer,DREAMCATCHER
DREAMCATCHER-98372,manufacturer,DREAMCATCHER
TAEYONG-8925,manufacturer,TAEYONG
TAEYONG-5279,manufacturer,TAEYONG
fromis_9-90432,manufacturer,fromis_9
fromis-9-97235,manufacturer,fromis_9
TNx-9823,manufacturer,THE NEW SIX
TNX-98442,manufacturer,THE NEW SIX
VAV-9320,manufacturer,VAV
ITZY-09843,manufacturer,ITZY
KANG-3490,manufacturer,KANG DANIEL
KANG-89034,manufacturer,KANG DANIEL
HAN-9704,manufacturer,HAN SEUNG WOO
HAN-80639,manufacturer,HAN SEUNG WOO
Lapillus-30498-,manufacturer,Lapillus
WEi-756,manufacturer,WEi
WEi-09843,manufacturer,WEi
THE-BOYZ-97834,manufacturer,THE BOYZ
NewJeans-9845358,manufacturer,NewJeans
XODIAC-40983,manufacturer,XODIAC
KNOW-84690,manufacturer,U-KNOW
KNOW-48390,manufacturer,U-KNOW
hope-5089,manufacturer,j-hope
SOMI-463,manufacturer,JEON SOMI
SOMI-92378,manufacturer,JEON SOMI
JEON-93275,manufacturer,JEON SOMI
NINE-49083,manufacturer,NINE.i
ITZY-90842,manufacturer,ITZY
KEY-84903,manufacturer,Key
H1-437896,manufacturer,Key
BOYNEXTDOOR-83290,manufacturer,BOYNEXTDOOR
NCT-43089,manufacturer,NCT
NCT-89403,manufacturer,NCT
CRAVITY-8932,manufacturer,CRAVITY
CRAVITY-39802,manufacturer,CRAVITY
Young-387920,manufacturer,Young K
Key-325879,manufacturer,Key
Key-783902,manufacturer,Key
Key-89372,manufacturer,Key
PURPLE-528379,manufacturer,PURPLE KISS
Loossemble-783290,manufacturer,Loossemble
BOYNEXTDOOR-39834,manufacturer,BOYNEXTDOOR
TOMORROW-473895,manufacturer,TXT
TOMORROW-783495,manufacturer,TXT
TOMORROW-79527389,manufacturer,TXT
TOGETHER-75894,manufacturer,TXT
Album-89574,manufacturer,D.O.
Mini-74895,manufacturer,D.O.
TEMPEST-3459870,manufacturer,TEMPEST
YONG-459387,manufacturer,JUNG YONG HWA
HWA-94085,manufacturer,JUNG YONG HWA
DAWN-843759,manufacturer,DAWN
EL7Z-463789,manufacturer,EL7Z UP
EL7Z-54378,manufacturer,EL7Z UP
NCT-340983,manufacturer,NCT
NCT-899846,manufacturer,NCT
Connection-78945,manufacturer,Nerd Connection
SEVENTEEN-49098,manufacturer,SEVENTEEN
SEVENTEEN-87612,manufacturer,SEVENTEEN
Xdinary-879453,manufacturer,Xdinary Heroes
Xdinary-584796,manufacturer,Xdinary Heroes
82MAJOR-85763,manufacturer,82MAJOR
JINI-785694,manufacturer,JINI
JINI-87954,manufacturer,JINI
NiziU-48376,manufacturer,NiziU
NiziU-87594,manufacturer,NiziU
Jung-58749,manufacturer,Jung Kook
Kook-84679,manufacturer,Jung Kook
Chang-45879,manufacturer,Jay Chang
Chang-8795433,manufacturer,Jay Chang
Love-678945,manufacturer,B.I
TAEMIN-534897,manufacturer,TAEMIN
WHIB-48936,manufacturer,WHIB
WayV-54879,manufacturer,WAYV
WayV-96857,manufacturer,WAYV
Velvet-110101012,manufacturer,Red Velvet
Gummy-34978,manufacturer,Do Han Se
JOYURI-34908,manufacturer,JOYURI
DREAMCATCHER-907343,manufacturer,DREAMCATCHER
AMPERS-47930,manufacturer,AMPERS&ONE
BOYZ-7902303,manufacturer,THE BOYZ
TAEYEON-769834,manufacturer,TAEYEON
ENHYPEN-29738,manufacturer,ENHYPEN
ROCKY-37094,manufacturer,ROCKY
ROCKY-094702,manufacturer,ROCKY
ROCKY-2309222,manufacturer,ROCKY
ROCKY-0987531,manufacturer,ROCKY
PERMISSION-84309,manufacturer,BTS
There-789326,manufacturer,NCT
OnlyOneOf-87665282,manufacturer,OnlyOneOf
OnlyOneOf-293877846K,manufacturer,OnlyOneOf
B1A4-789203,manufacturer,B1A4
B1A4-7203976714,manufacturer,B1A4
TWS-789237769TWSTYH,manufacturer,TWS
P1Harmony-43573p1,manufacturer,P1Harmony
P1Harmony-978623662378p1hy,manufacturer,P1Harmony
SSERAFIM-973501,manufacturer,LE SSERAFIM
SSERAFIM-le872,manufacturer,LE SSERAFIM
TOGETHER-78239TO,manufacturer,TXT
Winning-987626IU,manufacturer,IU
TAEYONG857854,manufacturer,TAEYONG
TAEYONG-768943jhgfry,manufacturer,TAEYONG
WISH--678532678whist,manufacturer,NCT
Hell-67823heel,manufacturer,WENDY
ICHILLIN-367849ice,manufacturer,ICHILLIN'
SEVENUS-67824prejkdh,manufacturer,SEVENUS
SPRING-8764387hjgh,manufacturer,SEVENUS
BABYMONSTER-897364BABAY,manufacturer,BABYMONSTER
TOGETHER-789463tojhg,manufacturer,TXT
Weverse-78643idskhj,manufacturer,TXT
NCT-76823567nctnct,manufacturer,NCT
DAY6-890364day2,manufacturer,DAY6
Foureve-78946798JKDYH,manufacturer,DAY6
Beat-89340yug,manufacturer,I.M
Off-87934987off,manufacturer,I.M
Sticker-436879hgjsa,manufacturer,BOYNEXTDOOR
YUQI-98273YO,manufacturer,(G)I-DLE
GENERAL-879352,manufacturer,(G)I-DLE
ViV-892357VIV,manufacturer,ViV
DOYOUNG-78932hjkdsg,manufacturer,DOYOUNG
Howling-34879how,manufacturer,&TEAM
NOW-439876hkd,manufacturer,&TEAM
Standard-2397lksa,manufacturer,&TEAM
MARS-987352MARS,manufacturer,D.O.
Digipak-428196hf,manufacturer,ATEEZ
ARTMS-57839oiusaaei,manufacturer,ARTMS
Dall-98723IOUY,manufacturer,ARTMS
Queen-82653UDH,manufacturer,Queen of Tears
Zine-489DSYZINEG,manufacturer,aespa
EVERGLOW-329875DS,manufacturer,EVERGLOW
ZOMBIE-38902LDF,manufacturer,EVERGLOW
SWAY-490fsds,manufacturer,(G)I-DLE
ENYPEN-575757,manufacturer,ENHYPEN
ROMANCE-484848,manufacturer,ENHYPEN
VirtuouS-393939,manufacturer,DREAMCATCHER
VirtuouS-1010202,manufacturer,DREAMCATCHER
VirtuouS-30300498,manufacturer,DREAMCATCHER
JAEHYUN-393993955,manufacturer,JAEHYUN
BAEKHYUN-30000336,manufacturer,EXO
BAEKHYUN-000009999,manufacturer,EXO
Hyuk-888333,manufacturer,Oh Jong Hyuk
Kim-86342,manufacturer,Kim Jong Hyeon
